"ID_CIDERH","TEMP_MEDIA_RBE","Anio","Mes","Dia"
"M_022_A_II",-3.215727233886696,1986,6,18
"M_022_A_II",0.8659301757812727,1986,6,19
"M_022_A_II",-2.183531188964821,1986,6,20
"M_022_A_II",-3.6894439697265393,1986,6,21
"M_022_A_II",-5.3381179809570085,1986,6,22
"M_022_A_II",-6.6509536743163835,1986,6,23
"M_022_A_II",-6.302732849121071,1986,6,24
"M_022_A_II",-4.794615173339821,1986,6,25
"M_022_A_II",-5.09062805175779,1986,6,26
"M_022_A_II",-3.8937515258788835,1986,6,27
"M_022_A_II",-3.953337097167946,1986,6,28
"M_022_A_II",-4.591879272460915,1986,6,29
"M_022_A_II",-7.028646850585915,1986,6,30
"M_022_A_II",-6.12987365722654,1986,7,1
"M_022_A_II",-6.230406188964821,1986,7,2
"M_022_A_II",-6.184141540527321,1986,7,3
"M_022_A_II",-6.867346191406227,1986,7,4
"M_022_A_II",-5.917089843749977,1986,7,5
"M_022_A_II",-5.99083557128904,1986,7,6
"M_022_A_II",-4.919523620605446,1986,7,7
