"ID_CIDERH","TEMP_MIN_RBE","Anio","Mes","Dia"
"M_015_A_II",4.001313781738304,1996,8,16
"M_015_A_II",4.063088989257835,1996,8,17
"M_015_A_II",2.457704162597679,1996,8,18
"M_015_A_II",0.854066467285179,1996,8,19
"M_015_A_II",0.6936737060547103,1996,8,20
"M_015_A_II",1.3943954467773665,1996,8,21
"M_015_A_II",0.14583740234377274,1996,8,22
"M_015_A_II",0.7713867187500228,1996,8,23
"M_015_A_II",0.4140182495117415,1996,8,24
"M_015_A_II",0.255677795410179,1996,8,25
"M_015_A_II",1.8025680541992415,1996,8,26
"M_015_A_II",1.830964660644554,1996,8,27
"M_015_A_II",2.3454223632812727,1996,8,28
"M_015_A_II",3.9336639404297102,1996,8,29
"M_015_A_II",0.0019012451172102929,1996,8,30
"M_015_A_II",-0.3916763305663833,1996,8,31
"M_015_A_II",2.9267211914062727,1996,9,1
"M_015_A_II",1.6472946166992415,1996,9,2
"M_015_A_II",-0.2233718872070083,1996,9,3
"M_015_A_II",0.12256774902346024,1996,9,4
"M_015_A_II",0.726594543457054,1996,9,5
"M_015_A_II",1.4752899169922102,1996,9,6
"M_015_A_II",-0.35965576171872704,1996,9,7
"M_015_A_II",-0.8462585449218523,1996,9,8
"M_015_A_II",-1.1815399169921648,1996,9,9
"M_015_A_II",2.5290771484375227,1996,9,10
"M_015_A_II",3.4215789794922102,1996,9,11
"M_015_A_II",3.7984100341797102,1996,9,12
"M_015_A_II",4.949990844726585,1996,9,13
"M_015_A_II",6.673242187500023,1996,9,14
"M_015_A_II",7.766084289550804,1996,9,15
"M_015_A_II",8.628205871582054,1996,9,16
"M_015_A_II",5.842378234863304,1996,9,17
"M_015_A_II",4.77100524902346,1996,9,18
"M_015_A_II",5.174111938476585,1996,9,19
"M_015_A_II",5.739167785644554,1996,9,20
"M_015_A_II",5.41767272949221,1996,9,21
"M_015_A_II",4.83008728027346,1996,9,22
"M_015_A_II",3.4794403076172102,1996,9,23
"M_015_A_II",2.657746887207054,1996,9,24
"M_015_A_II",3.5284896850586165,1996,9,25
"M_015_A_II",3.064912414550804,1996,9,26
"M_015_A_II",3.4070602416992415,1996,9,27
"M_015_A_II",2.7921997070312727,1996,9,28
"M_015_A_II",3.401399230957054,1996,9,29
"M_015_A_II",2.1961303710937727,1996,9,30
"M_015_A_II",2.835054016113304,1996,10,1
"M_015_A_II",5.698304748535179,1996,10,2
"M_015_A_II",4.3688217163086165,1996,10,3
"M_015_A_II",2.3899322509765852,1996,10,4
"M_015_A_II",4.590081787109398,1996,10,5
"M_015_A_II",5.95722351074221,1996,10,6
"M_015_A_II",5.396943664550804,1996,10,7
"M_015_A_II",5.542504882812523,1996,10,8
"M_015_A_II",5.135621643066429,1996,10,9
"M_015_A_II",4.352151489257835,1996,10,10
"M_015_A_II",4.020783996582054,1996,10,11
"M_015_A_II",1.2838531494140852,1996,10,12
"M_015_A_II",1.8356872558593977,1996,10,13
"M_015_A_II",3.930818176269554,1996,10,14
"M_015_A_II",5.265748596191429,1996,10,15
"M_015_A_II",7.27625427246096,1996,10,16
"M_015_A_II",5.9546371459961165,1996,10,17
"M_015_A_II",5.018159484863304,1996,10,18
"M_015_A_II",4.723176574707054,1996,10,19
"M_015_A_II",5.9160324096679915,1996,10,20
"M_015_A_II",4.8524032592773665,1996,10,21
"M_015_A_II",4.265626525878929,1996,10,22
"M_015_A_II",3.4968353271484602,1996,10,23
"M_015_A_II",3.5116058349609602,1996,10,24
"M_015_A_II",3.1174713134765852,1996,10,25
"M_015_A_II",3.2914901733398665,1996,10,26
"M_015_A_II",5.7083602905273665,1996,10,27
"M_015_A_II",6.205712890625023,1996,10,28
"M_015_A_II",5.04132995605471,1996,10,29
"M_015_A_II",5.05426940917971,1996,10,30
"M_015_A_II",5.420594787597679,1996,10,31
"M_015_A_II",5.5884262084961165,1996,11,1
"M_015_A_II",5.48633728027346,1996,11,2
"M_015_A_II",6.549157714843773,1996,11,3
"M_015_A_II",6.5053268432617415,1996,11,4
"M_015_A_II",4.414590454101585,1996,11,5
"M_015_A_II",3.2600875854492415,1996,11,6
"M_015_A_II",3.802613830566429,1996,11,7
"M_015_A_II",3.2768035888672102,1996,11,8
"M_015_A_II",4.66712341308596,1996,11,9
"M_015_A_II",6.779328918457054,1996,11,10
"M_015_A_II",7.8142562866211165,1996,11,11
"M_015_A_II",6.044046020507835,1996,11,12
"M_015_A_II",6.030740356445335,1996,11,13
"M_015_A_II",4.76569519042971,1996,11,14
"M_015_A_II",3.1019454956054915,1996,11,15
"M_015_A_II",3.9396301269531477,1996,11,16
"M_015_A_II",3.2999053955078352,1996,11,17
"M_015_A_II",3.0079589843750227,1996,11,18
"M_015_A_II",2.8402343750000227,1996,11,19
"M_015_A_II",1.9738021850586165,1996,11,20
"M_015_A_II",4.34089050292971,1996,11,21
"M_015_A_II",4.044961547851585,1996,11,22
"M_015_A_II",5.6896224975586165,1996,11,23
"M_015_A_II",5.419900512695335,1996,11,24
"M_015_A_II",4.709634399414085,1996,11,25
"M_015_A_II",4.915773010253929,1996,11,26
"M_015_A_II",5.532815551757835,1996,11,27
"M_015_A_II",6.289674377441429,1996,11,28
"M_015_A_II",6.7351547241211165,1996,11,29
"M_015_A_II",7.825891113281273,1996,11,30
"M_015_A_II",7.1280685424804915,1996,12,1
"M_015_A_II",6.1420150756836165,1996,12,2
"M_015_A_II",6.347047424316429,1996,12,3
"M_015_A_II",6.306329345703148,1996,12,4
"M_015_A_II",5.737062072753929,1996,12,5
"M_015_A_II",5.4314743041992415,1996,12,6
"M_015_A_II",5.5906845092773665,1996,12,7
"M_015_A_II",4.971170043945335,1996,12,8
"M_015_A_II",4.415872192382835,1996,12,9
"M_015_A_II",3.882844543457054,1996,12,10
"M_015_A_II",4.108003234863304,1996,12,11
"M_015_A_II",5.217401123046898,1996,12,12
"M_015_A_II",6.322511291503929,1996,12,13
"M_015_A_II",6.224641418457054,1996,12,14
"M_015_A_II",6.472810363769554,1996,12,15
"M_015_A_II",9.202233886718773,1996,12,16
"M_015_A_II",8.13575134277346,1996,12,17
"M_015_A_II",9.773194885253929,1996,12,18
"M_015_A_II",9.287339782714866,1996,12,19
"M_015_A_II",7.113153076171898,1996,12,20
"M_015_A_II",7.136560058593773,1996,12,21
"M_015_A_II",7.360536193847679,1996,12,22
"M_015_A_II",9.537622070312523,1996,12,23
"M_015_A_II",9.031152343750023,1996,12,24
"M_015_A_II",7.836579895019554,1996,12,25
"M_015_A_II",9.346086120605491,1996,12,26
"M_015_A_II",8.58368835449221,1996,12,27
"M_015_A_II",7.256532287597679,1996,12,28
"M_015_A_II",6.496911621093773,1996,12,29
"M_015_A_II",6.589471435546898,1996,12,30
"M_015_A_II",5.452539062500023,1996,12,31
"M_015_A_II",8.172135925292991,1997,1,1
"M_015_A_II",10.372109985351585,1997,1,2
"M_015_A_II",10.918756103515648,1997,1,3
"M_015_A_II",10.338319396972679,1997,1,4
"M_015_A_II",8.702958679199241,1997,1,5
"M_015_A_II",8.505464172363304,1997,1,6
"M_015_A_II",9.553895568847679,1997,1,7
"M_015_A_II",9.910966491699241,1997,1,8
"M_015_A_II",10.491395568847679,1997,1,9
"M_015_A_II",8.907373046875023,1997,1,10
"M_015_A_II",7.923829650878929,1997,1,11
"M_015_A_II",8.668367004394554,1997,1,12
"M_015_A_II",7.7529464721679915,1997,1,13
"M_015_A_II",8.111260986328148,1997,1,14
"M_015_A_II",10.027726745605491,1997,1,15
"M_015_A_II",10.102418518066429,1997,1,16
"M_015_A_II",8.72937927246096,1997,1,17
"M_015_A_II",6.680421447753929,1997,1,18
"M_015_A_II",6.612268066406273,1997,1,19
"M_015_A_II",7.035211181640648,1997,1,20
"M_015_A_II",7.359048461914085,1997,1,21
"M_015_A_II",7.189241027832054,1997,1,22
"M_015_A_II",8.525247192382835,1997,1,23
"M_015_A_II",8.416703796386741,1997,1,24
"M_015_A_II",9.015763854980491,1997,1,25
"M_015_A_II",8.060647583007835,1997,1,26
"M_015_A_II",8.027925109863304,1997,1,27
"M_015_A_II",8.75238952636721,1997,1,28
"M_015_A_II",7.9311386108398665,1997,1,29
"M_015_A_II",7.169061279296898,1997,1,30
"M_015_A_II",5.5528427124023665,1997,1,31
"M_015_A_II",5.6916671752929915,1997,2,1
"M_015_A_II",5.89136657714846,1997,2,2
"M_015_A_II",6.01148376464846,1997,2,3
"M_015_A_II",4.442895507812523,1997,2,4
"M_015_A_II",7.080865478515648,1997,2,5
"M_015_A_II",6.773309326171898,1997,2,6
"M_015_A_II",8.361329650878929,1997,2,7
"M_015_A_II",7.991296386718773,1997,2,8
"M_015_A_II",8.198892211914085,1997,2,9
"M_015_A_II",6.7844406127929915,1997,2,10
"M_015_A_II",9.096498107910179,1997,2,11
"M_015_A_II",7.083093261718773,1997,2,12
"M_015_A_II",6.0770431518554915,1997,2,13
"M_015_A_II",6.381044006347679,1997,2,14
"M_015_A_II",5.801171875000023,1997,2,15
"M_015_A_II",6.39252624511721,1997,2,16
"M_015_A_II",5.91413269042971,1997,2,17
"M_015_A_II",6.690827941894554,1997,2,18
"M_015_A_II",7.276277160644554,1997,2,19
"M_015_A_II",6.973535156250023,1997,2,20
"M_015_A_II",6.39704284667971,1997,2,21
"M_015_A_II",6.830354309082054,1997,2,22
"M_015_A_II",10.262788391113304,1997,2,23
"M_015_A_II",10.234132385253929,1997,2,24
"M_015_A_II",9.239381408691429,1997,2,25
"M_015_A_II",10.637475585937523,1997,2,26
"M_015_A_II",12.254129028320335,1997,2,27
"M_015_A_II",11.82300720214846,1997,2,28
"M_015_A_II",11.091584777832054,1997,3,1
"M_015_A_II",10.064408874511741,1997,3,2
"M_015_A_II",7.4613510131836165,1997,3,3
"M_015_A_II",5.7194686889648665,1997,3,4
"M_015_A_II",6.1121383666992415,1997,3,5
"M_015_A_II",6.866983032226585,1997,3,6
"M_015_A_II",5.089761352539085,1997,3,7
"M_015_A_II",7.26197204589846,1997,3,8
"M_015_A_II",7.479287719726585,1997,3,9
"M_015_A_II",7.9064804077148665,1997,3,10
"M_015_A_II",8.68427429199221,1997,3,11
"M_015_A_II",11.870820617675804,1997,3,12
"M_015_A_II",9.004426574707054,1997,3,13
"M_015_A_II",7.678994750976585,1997,3,14
"M_015_A_II",5.961022949218773,1997,3,15
"M_015_A_II",5.820436096191429,1997,3,16
"M_015_A_II",5.6580673217773665,1997,3,17
"M_015_A_II",5.425454711914085,1997,3,18
"M_015_A_II",4.235925292968773,1997,3,19
"M_015_A_II",3.240632629394554,1997,3,20
"M_015_A_II",2.3734985351562727,1997,3,21
"M_015_A_II",1.8059326171875227,1997,3,22
"M_015_A_II",2.9955688476562727,1997,3,23
"M_015_A_II",2.9294067382812727,1997,3,24
"M_015_A_II",2.0198532104492415,1997,3,25
"M_015_A_II",4.203797912597679,1997,3,26
"M_015_A_II",2.6618438720703352,1997,3,27
"M_015_A_II",4.0194259643554915,1997,3,28
"M_015_A_II",6.9207321166992415,1997,3,29
"M_015_A_II",6.329095458984398,1997,3,30
"M_015_A_II",5.208291625976585,1997,3,31
"M_015_A_II",4.202577209472679,1997,4,1
"M_015_A_II",4.2358566284179915,1997,4,2
"M_015_A_II",5.4963241577148665,1997,4,3
"M_015_A_II",6.075593566894554,1997,4,4
"M_015_A_II",5.3668991088867415,1997,4,5
"M_015_A_II",5.971948242187523,1997,4,6
"M_015_A_II",6.04676208496096,1997,4,7
"M_015_A_II",6.726434326171898,1997,4,8
"M_015_A_II",5.170991516113304,1997,4,9
"M_015_A_II",5.267182922363304,1997,4,10
"M_015_A_II",6.659463500976585,1997,4,11
"M_015_A_II",6.999505615234398,1997,4,12
"M_015_A_II",4.474404907226585,1997,4,13
"M_015_A_II",1.9062896728515852,1997,4,14
"M_015_A_II",2.2350936889648665,1997,4,15
"M_015_A_II",4.275415039062523,1997,4,16
"M_015_A_II",5.201776123046898,1997,4,17
"M_015_A_II",6.148217773437523,1997,4,18
"M_015_A_II",5.174378967285179,1997,4,19
"M_015_A_II",4.5775924682617415,1997,4,20
"M_015_A_II",1.9307952880859602,1997,4,21
"M_015_A_II",2.2452865600586165,1997,4,22
"M_015_A_II",3.0981536865234602,1997,4,23
"M_015_A_II",3.1593261718750227,1997,4,24
"M_015_A_II",4.439187622070335,1997,4,25
"M_015_A_II",2.8321777343750227,1997,4,26
"M_015_A_II",2.219087219238304,1997,4,27
"M_015_A_II",4.28876647949221,1997,4,28
"M_015_A_II",3.6198669433593977,1997,4,29
"M_015_A_II",4.4576583862304915,1997,4,30
"M_015_A_II",5.866571044921898,1997,5,1
"M_015_A_II",5.490815734863304,1997,5,2
"M_015_A_II",6.017854309082054,1997,5,3
"M_015_A_II",3.8595825195312727,1997,5,4
"M_015_A_II",5.21802673339846,1997,5,5
"M_015_A_II",5.780824279785179,1997,5,6
"M_015_A_II",6.0449081420898665,1997,5,7
"M_015_A_II",4.937677001953148,1997,5,8
"M_015_A_II",5.528565979003929,1997,5,9
"M_015_A_II",4.459893798828148,1997,5,10
"M_015_A_II",1.8147979736328352,1997,5,11
"M_015_A_II",1.0016952514648665,1997,5,12
