"ID_CIDERH","PP_RBE","Anio","Mes","Dia"
"M_030_A_XV",6.164650648832321,1983,3,1
"M_030_A_XV",1.9094760490115732,1983,3,2
"M_030_A_XV",0.044913481920957565,1983,3,3
"M_030_A_XV",0.08559439331293106,1983,3,4
"M_030_A_XV",0,1983,3,5
"M_030_A_XV",4.1510361805558205,1983,3,6
"M_030_A_XV",1.2380199721083045,1983,3,7
"M_030_A_XV",0.36690316535532475,1983,3,8
"M_030_A_XV",0.10478004440665245,1983,3,9
"M_030_A_XV",0,1983,3,10
"M_030_A_XV",0.16937687993049622,1983,3,11
"M_030_A_XV",0.9822138175368309,1983,3,12
"M_030_A_XV",0.8269761800765991,1983,3,13
"M_030_A_XV",2.2521389950998127,1983,3,14
"M_030_A_XV",7.760010240599513,1983,3,15
"M_030_A_XV",13.43761420249939,1983,3,16
"M_030_A_XV",7.502622008323669,1983,3,17
"M_030_A_XV",0,1983,3,18
"M_030_A_XV",0,1983,3,19
"M_030_A_XV",1.7122798785567284,1983,3,20
"M_030_A_XV",0.6861738860607147,1983,3,21
"M_030_A_XV",0.47109048068523407,1983,3,22
"M_030_A_XV",0,1983,3,23
"M_030_A_XV",0,1983,3,24
"M_030_A_XV",0.002034045523032546,1983,3,25
"M_030_A_XV",0.6847680807113647,1983,3,26
"M_030_A_XV",1.5347868204116821,1983,3,27
"M_030_A_XV",5.32959172129631,1983,3,28
"M_030_A_XV",0,1983,3,29
"M_030_A_XV",0.9682088494300842,1983,3,30
"M_030_A_XV",3.2619338631629944,1983,3,31
"M_030_A_XV",5.947455340996385,1983,4,1
"M_030_A_XV",12.877056121826172,1983,4,2
"M_030_A_XV",6.931874573230743,1983,4,3
"M_030_A_XV",5.77721481025219,1983,4,4
"M_030_A_XV",11.019067779183388,1983,4,5
"M_030_A_XV",4.005747132003307,1983,4,6
"M_030_A_XV",1.7661884271074086,1983,4,7
"M_030_A_XV",2.889952900353819,1983,4,8
"M_030_A_XV",2.760222814977169,1983,4,9
"M_030_A_XV",1.7254668888635933,1983,4,10
"M_030_A_XV",0.028804589062929153,1983,4,11
"M_030_A_XV",0.15352649800479412,1983,4,12
"M_030_A_XV",0.005471191368997097,1983,4,13
"M_030_A_XV",0.18870878219604492,1983,4,14
"M_030_A_XV",0.06525393761694431,1983,4,15
"M_030_A_XV",0.00904166605323553,1983,4,16
"M_030_A_XV",0.033152778167277575,1983,4,17
"M_030_A_XV",2.6925214771181345,1983,4,18
"M_030_A_XV",7.444277584552765,1983,4,19
"M_030_A_XV",0.9798239022493362,1983,4,20
"M_030_A_XV",1.1809132620692253,1983,4,21
"M_030_A_XV",1.0958817303180695,1983,4,22
"M_030_A_XV",0,1983,4,23
"M_030_A_XV",0,1983,4,24
"M_030_A_XV",0,1983,4,25
"M_030_A_XV",0,1983,4,26
"M_030_A_XV",0,1983,4,27
"M_030_A_XV",0,1983,4,28
"M_030_A_XV",0,1983,4,29
"M_030_A_XV",0,1983,4,30
"M_030_A_XV",1.0803979635238647,1983,5,1
"M_030_A_XV",3.173140987753868,1983,5,2
"M_030_A_XV",4.473905384540558,1983,5,3
"M_030_A_XV",0,1983,5,4
"M_030_A_XV",0.011498969048261642,1983,5,5
"M_030_A_XV",0,1983,5,6
"M_030_A_XV",0,1983,5,7
"M_030_A_XV",0,1983,5,8
"M_030_A_XV",0,1983,5,9
"M_030_A_XV",0.2436932623386383,1983,5,10
"M_030_A_XV",0,1983,5,11
"M_030_A_XV",0,1983,5,12
"M_030_A_XV",0.1965842079371214,1983,5,13
"M_030_A_XV",0,1983,5,14
"M_030_A_XV",0,1983,5,15
"M_030_A_XV",0,1983,5,16
"M_030_A_XV",0,1983,5,17
"M_030_A_XV",0,1983,5,18
"M_030_A_XV",0,1983,5,19
"M_030_A_XV",0,1983,5,20
"M_030_A_XV",0,1983,5,21
"M_030_A_XV",0,1983,5,22
"M_030_A_XV",0,1983,5,23
"M_030_A_XV",0,1983,5,24
"M_030_A_XV",0,1983,5,25
"M_030_A_XV",0,1983,5,26
"M_030_A_XV",0,1983,5,27
"M_030_A_XV",0,1983,5,28
"M_030_A_XV",0,1983,5,29
"M_030_A_XV",0,1983,5,30
"M_030_A_XV",0,1983,5,31
"M_030_A_XV",0,1983,6,1
"M_030_A_XV",0,1983,6,2
"M_030_A_XV",0,1983,6,3
"M_030_A_XV",0,1983,6,4
"M_030_A_XV",0,1983,6,5
"M_030_A_XV",0,1983,6,6
"M_030_A_XV",0,1983,6,7
"M_030_A_XV",0,1983,6,8
"M_030_A_XV",0,1983,6,9
"M_030_A_XV",0,1983,6,10
"M_030_A_XV",0.5288326665759087,1983,6,11
"M_030_A_XV",0,1983,6,12
"M_030_A_XV",0,1983,6,13
"M_030_A_XV",0,1983,6,14
"M_030_A_XV",0,1983,6,15
"M_030_A_XV",0,1983,6,16
"M_030_A_XV",0,1983,6,17
"M_030_A_XV",0,1983,6,18
"M_030_A_XV",0,1983,6,19
"M_030_A_XV",0,1983,6,20
"M_030_A_XV",0,1983,6,21
"M_030_A_XV",0,1983,6,22
"M_030_A_XV",0,1983,6,23
"M_030_A_XV",0,1983,6,24
"M_030_A_XV",0,1983,6,25
"M_030_A_XV",0,1983,6,26
"M_030_A_XV",0,1983,6,27
"M_030_A_XV",0,1983,6,28
"M_030_A_XV",0,1983,6,29
"M_030_A_XV",0,1983,6,30
